result
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate B
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate B
Candidate B
Candidate B
Candidate A
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate B
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate B
Candidate B
Candidate B
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate B
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate B
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate B
Candidate B
Candidate A
Candidate A
Candidate A
Candidate A
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
Candidate B
Candidate B
Candidate B
Candidate A
Candidate A
Candidate B
Candidate A
